"Real","PiMLE","MLE","MoS","KLN","GNSUM","Overd.","TPC","RoA","AoR"
875,NA,908.226945716154,NA,923.576358534297,844.181762917933,1996.93673499561,945.581878167918,961.888024883359,1132.53333765648
875,NA,491.393842887473,NA,496.768677603283,456.301971522453,3402.95405998363,509.374007646865,464.334834834835,443.322792081306
875,NA,577.293286219081,NA,595.575232710351,337.239908256881,1638.96402474761,602.198245656105,591.043321299639,760.530014957655
875,NA,878.718245759206,NA,877.922218193847,499.340595611285,1205.56605055219,916.62988463069,861.504553734062,991.559983499685
875,NA,956.024707412224,NA,998.682637579942,871.758498023715,2274.56995818518,978.869649695696,928.463137996219,884.420747577209
875,NA,827.818568159529,NA,868.337497917033,869.209496567506,3181.41446542136,836.205769468962,817.276811594203,1365.0820829416
875,NA,790.200725513906,NA,800.334686647215,586.97245508982,2203.79606310363,819.777074673976,775.460035523979,577.558552543746
875,NA,590.453711426189,NA,608.734970963966,719.953220338983,811.36064089392,616.247576382229,589.733167082294,981.364109920505
875,622.86929512548,584.31330472103,666.629060141083,595.506295243846,550.698876404494,3035.85840434926,614.276893790744,586.806451612903,692.805535362085
875,NA,722.382384152812,NA,753.997351641493,686.061030235162,1163.75723695723,764.331542427946,714.680460974332,1239.63594770945
875,NA,624.160458452722,NA,646.411911273108,669.108532423208,1000.963084517,662.558991810417,648.071251855517,725.383367845648
875,NA,743.861382799325,NA,760.291252767419,652.529289940828,1001.7165691526,766.757977841161,779.202009518773,844.865986239053
875,NA,857.522939346812,NA,866.163896801129,737.641806020067,6408.50750028894,883.837222111366,889.777173913043,922.985624780376
875,NA,912.404073587385,NA,900.073029921646,873.383018867924,1189.42097199089,952.1754862575,974.517857142857,1017.88784587517
875,NA,724.008092485549,NA,727.82993392472,547.22359223301,2182.66152560288,756.378854834204,738.340588235294,1057.10759822928
875,NA,1086.96411290323,NA,1095.84221041752,843.275599582899,1387.01449384973,1130.65077977142,1119.27221876942,1336.79252026568
875,NA,760.020468924451,NA,793.871474396724,638.845151199166,1028.89813970196,776.340336291698,776.508252703472,743.638673606773
875,NA,776.265350877193,NA,801.375203847745,650.825944841675,3626.54953238266,799.388577224504,820.646616541353,1342.18766135655
875,NA,1021.0875,NA,1039.15165362657,458.862024575775,5737.77118750765,1049.25415306539,1102.48484848485,1029.72039902001
875,NA,919.307073954984,NA,945.100211841581,759.710806023029,1376.63397255968,945.964727229437,898.849411764706,958.896270671323
875,NA,1133.71292914536,NA,1195.07735671223,1330.33114285714,2625.95246873373,1156.66609786304,1159.8288590604,1553.2554218755
