"Real","PiMLE","MLE","MoS","KLN","GNSUM","Overd.","TPC","RoA","AoR"
875,NA,1065.61498322773,NA,1118.1188191092,1038.39406779661,2581.93248753978,1098.37975895255,1110.49709302326,1397.18760500544
875,NA,557.690621631333,NA,570.396737493981,398.985347043702,2203.02943095026,594.626422635947,545.73,1222.53612646156
875,NA,509.058994599086,NA,528.495999899389,456.635403726708,771.501552321049,554.853939202095,482.093639575972,631.017044036461
875,NA,1164.82376599634,NA,1167.96237367247,1234.80348837209,1306.5354242765,1199.02335813772,1175.2330204307,978.330027132063
875,NA,630.470134228188,NA,663.075716746652,572.223654822335,881.910164487122,656.191335452782,645.336246786632,684.427951198021
875,NA,563.164426059979,NA,582.006408908278,531.009750812568,846.219162214406,588.746242720414,560.297741273101,755.072354542458
875,NA,776.291144708423,NA,775.164196566427,607.817587373168,2814.98903950472,804.809826736065,762.289523809524,891.593133958063
875,NA,719.020665901263,NA,745.551679793649,568.185786290323,959.557491151068,749.365671264142,654.420750782065,1043.27504562308
875,NA,950.638403990025,NA,928.84488422499,963.723033707865,1956.36661372306,976.572519977086,994.8203125,1072.94251829157
875,NA,716.267038660821,NA,691.054465437142,703.830548302872,3696.30227809555,745.894774732813,721.518028846154,864.411267751651
875,NA,607.230796460177,NA,613.9457441367,540.575735294118,769.207465377402,617.956496444534,626.932713347921,695.051932646894
875,NA,871.618539513171,NA,895.194099747953,1104.50028169014,2398.09683588653,896.150274756631,904.837305699482,1282.85766133611
875,NA,1008.48148148148,NA,1034.20808555515,726.423190932868,4705.08978111863,1041.68876701252,986.433811802233,1335.69416699625
875,NA,1039.34628610729,NA,1012.3766821641,1122.18527227723,4865.46018608503,1057.15383995175,1078.05712760278,1116.4011891816
875,NA,506.193648334624,NA,518.852205641211,387.831454005935,3805.04706251153,536.249395654531,513.326278659612,557.61056549205
875,NA,565.653360488798,NA,566.917761458217,414.943924302789,1777.88481132799,611.925880765464,533.184482758621,703.727582173005
875,NA,816.543382646941,NA,837.609249026685,845.037931034483,1329.8019899145,863.74604164997,775.184659090909,879.920680482195
875,NA,700.356196414653,NA,730.480024654825,878.068729641694,1111.21981595661,722.888906919988,692.391003460208,898.091032559206
875,NA,837.003323179175,NA,852.128586726847,803.834840425532,1572.43585827782,863.920424020776,933.087338262477,1605.36294331208
875,NA,795.078947368421,NA,814.256964634279,782.109574468085,1033.12151052627,825.40794259618,759.129829984544,877.733965225798
875,NA,802.741745283019,NA,818.074027611156,501.762899262899,1360.78065779954,849.44535855926,786.35446685879,636.660065549632
875,NA,1081.25405636208,NA,1103.02164093754,968.991198979592,7434.12866352921,1112.37708298313,1109.35278688525,1432.5159073036
875,623.847873151481,743.649159663865,594.713711562896,755.352469609649,521.406382978723,4795.304408219,775.854719503893,793.56711409396,696.432078662144
875,NA,675.099173553719,NA,692.710750367732,541.144164037855,1400.04225134476,709.934542000486,690.381325301205,585.071706838394
875,NA,654.993127147766,NA,690.342332372117,404.581839622641,1250.22457889288,692.192082302529,693.724576271186,496.668446854065
875,NA,548.234899328859,NA,556.887815612668,657.103627760252,1702.00203476616,588.265603509331,577.671855541719,513.223509107712
875,NA,781.961025641026,NA,801.857370281038,998.793013100437,1660.00683024562,810.231279422491,821.529032258064,794.844660657971
875,NA,908.006998764924,NA,899.360432701654,576.865475152572,1401.10379969288,953.918940896728,888.168173598553,736.414080808525
875,NA,609.397761953205,NA,649.139058252987,523.939941690962,3463.2802643098,666.122262068802,614.120716112532,1352.28333464814
